input,output,ground_truth,label,label_rationale
Can you provide information about baggage policies?,"For our economy class, you are allowed 1 carry-on bag and up to 2 checked bags. Detailed baggage policies can be found on our website.","For economy class, passengers are allowed 1 carry-on bag and up to 2 checked bags.",True,"The output provides accurate and concise information that matches the ground_truth, fulfilling the query appropriately."
Can I take a stroller as carry-on baggage?,"Yes, you can bring a stroller as carry-on baggage if it meets the size requirements.",A stroller can be taken as carry-on baggage if it fits within the airline's size restrictions.,True,"The output correctly states that a stroller can be taken as a carry-on item subject to size requirements, which matches the ground truth."
Can you tell me if my flight is delayed?,Your flight is cancelled.,Your flight is on time.,False,"The output contradicts the ground_truth as it states that the flight is cancelled whereas the ground_truth states the flight is on time, making it a contradiction."
Can you tell me the status of my flight to Miami?,Your flight to Miami is currently on time and is set to depart as scheduled.,Your flight to Miami is currently on time and is set to depart as scheduled.,True,"The output accurately provides the status of the flight to Miami and ensures that the customer is informed about the current schedule. The response matches the ground truth, indicating that it is correct and concise."
Can I bring a bicycle on the plane?,"Yes, you can bring a bicycle on the plane as checked luggage. A fee of $50 may apply for sports equipment.","Yes, you can bring a bicycle on the plane as checked luggage. A fee of $50 applies for sports equipment.",True,"The output correctly states that a bicycle can be brought on the plane as checked luggage and mentions the fee, which matches the ground truth. Thus, the label is true for entailment."
Where can I claim my lost baggage?,You can claim your lost baggage at the airline's baggage claim office located near the baggage carousels.,You can claim lost baggage at the airlines baggage claim office located near the baggage carousels.,True,"The output correctly informs the user that the lost baggage can be claimed at the airline's baggage claim office located near the baggage carousels, which aligns with the ground_truth information."
Can I get a refund if my flight is cancelled?,You can request a refund or rebooking if your flight is cancelled.,Customers are entitled to a refund or rebooking if their flight is cancelled.,True,"The output is consistent with the ground_truth, stating that customers can request a refund or rebooking if their flight is cancelled. Therefore, it reflects entailment."
Can you tell me the boarding time for my flight?,Your flight boards at 5:30 PM.,Flight SA350: Boarding at 5:30 PM,True,"The output accurately and concisely provides the boarding time for the flight, consistent with the ground truth information."
Do I need a COVID-19 test to fly to Canada?,"Yes, as of now, you need a negative PCR test taken within 72 hours before your departure to Canada.",Negative PCR test within 72 hours before departure,True,"The output accurately reflects the ground truth, stating that a negative PCR test taken within 72 hours before departure is required."
What time is my flight arriving?,Your flight will arrive at 7:00 PM.,Flight SA995 arriving at 5:45 PM,False,"The output states the flight arrival time as 7:00 PM, whereas the ground_truth provides it as 5:45 PM. This is a clear contradiction."
Can you tell me if my flight SA432 is delayed?,Your flight SA432 is currently on schedule and there are no delays.,"SA432: On schedule, no delays",True,"The output provides the correct flight status as stated in the ground truth, ensuring clarity and accuracy."
Where can I find my flight details?,You can find your flight details by logging into your StrikeAir account or using the StrikeAir app.,Log into your StrikeAir account or use the StrikeAir app to view your flight details.,True,"The output provides the correct information about where to find flight details. The wording is different but the meaning is the same, making this an entailment."
Where can I find the status of my delayed flight?,Check our website for the latest status updates.,Please download our mobile app or visit our website to check the status of your delayed flight.,False,The output does not contradict the ground_truth because it provides a similar instruction to check the status online. Contradiction would occur if the output had provided completely incorrect information.
Will my flight be arriving on time?,Your flight will have a 2-hour delay.,Your flight is expected to arrive on time as per the current schedule.,False,The output contradicts the ground_truth as the current schedule expects the flight to arrive on time.
Can you tell me how far advance I should be at the gate before my flight?,You should be at the gate at least 30 minutes before your flight.,Arrive at the gate at least 30 minutes before your flight departure time.,True,The output provides information that is consistent with the ground_truth. Both suggest arriving at the gate 30 minutes before the flight departure.
I need to know the carry-on baggage policy for international flights.,You are allowed to carry one bag up to 12kg.,One piece of baggage with a maximum weight of 20kg is allowed.,False,The output contradicts the ground truth by providing incorrect weight limits for the carry-on baggage policy.
What time does my flight depart?,Your flight departs at 10:25AM,10:25AM,True,The output exactly matches the information provided in the ground truth and addresses the user's query directly and politely.
"I missed my connection, what's the next available flight to LAX?",There's no available flight information for LAX.,"The next available flight to LAX is at 9:15 PM, please proceed to Gate 22.",False,"The output contradicts the ground_truth by falsely stating that there is no available flight information for LAX, whereas the ground_truth provides specific details about the next available flight."
Can you tell me if the 2:00PM flight to Chicago is on time?,"The 2:00PM flight to Chicago is on time, departing from Gate 15.","2:00PM flight to Chicago, on time, Gate 15",True,"The output correctly informs the user that the 2:00PM flight to Chicago is on time and includes the gate information, matching the provided ground truth."
Can I cancel my flight for free within 24 hours of booking?,"Yes, you can cancel your flight for free within 12 hours of booking.","Yes, you can cancel your flight for free within 24 hours of booking.",False,The output contradicts the ground_truth as it mentions 12 hours instead of 24 hours for free cancellation.
Can I cancel my flight online?,"Yes, you can cancel your flight online anytime.","Yes, flight cancellations can be made through our website.",True,The output accurately reflects the ground truth information that flight cancellations can be done online.
What are the carry-on baggage restrictions on StrikeAir flights?,"On StrikeAir flights, you can carry one bag up to 10kg and a personal item.",One carry-on bag weighing up to 10kg and one personal item per passenger,True,"The output accurately reflects the ground truth, providing clear and concise information about the carry-on baggage restrictions on StrikeAir flights."
Can you tell me the baggage policy for domestic flights?,"For domestic flights, you are allowed 1 free checked bag, weighing up to 23kg.","For domestic flights, passengers are allowed 1 free checked bag with a maximum weight of 23kg.",True,"The output accurately conveys the information in the ground truth. Both state that for domestic flights, passengers are allowed 1 free checked bag weighing up to 23kg."
Can you tell me where I can find my flight information?,"Sure, you can find your flight information on our website or through our mobile app by entering your flight number.",Flight details can be found on the airline's website or mobile app by entering the flight number.,True,"The output provides accurate information that matches the ground truth, and it does so in a clear and polite manner."
Where can I find my booking reference number?,Your booking reference number can be found in the confirmation email sent to you after you booked your flight.,You can find your booking reference number in the confirmation email that was sent after you booked your flight.,True,"The output correctly provides the information on where the booking reference number can be found, aligning with the ground_truth."
Can you tell me what the updated departure time for flight SA231 is?,Flight SA231 is scheduled to depart at 2:45PM.,Flight SA231 has been rescheduled to depart at 4:00PM.,False,"The output and ground truth provide conflicting information about the departure time for flight SA231. The ground truth indicates a departure at 4:00PM, while the output states 2:45PM, which contradicts the correct information."
What is the in-flight meal option for a long-haul flight?,"For long-haul flights, we offer a choice between vegetarian, non-vegetarian, and vegan meals.","choice between vegetarian, non-vegetarian, and vegan meals",True,The response correctly specifies the in-flight meal options for a long-haul flight as provided in the reference.
What amenities are available in business class?,"In business class, you will have access to complimentary meals, premium beverages, a fully-reclining seat, and in-flight entertainment.","Complimentary meals, premium beverages, fully-reclining seat, in-flight entertainment",True,"The output accurately lists all the amenities mentioned in the ground truth, in a clear and concise manner that aligns with the input query."
What is the policy for carrying pets on board?,Pets are allowed on board. Small pets must be in a carrier under the seat in front of you. There is a fee of $125 per pet.,StrikeAir allows small pets in carriers under the seat in front of you with a fee of $125 per pet.,True,"The system's response clearly matches the ground truth in terms of the allowed policy, pet carrier requirement, and fee. The information is accurate, clear, and concise, thus it entails the ground truth."
What is the cost of changing a flight?,The cost of changing a flight depends on your ticket type; please provide your booking reference for specific details.,Flight change fees depend on the ticket type. Please provide your booking reference number.,True,The output aligns with the ground truth by stating that the cost depends on the ticket type and asking for the booking reference for specific details.
Can I bring my pet on the flight?,Pets are not allowed on any flights.,Small pets are allowed in the cabin on flights under 5 hours.,False,"The system output contradicts the ground truth by stating that pets are not allowed on any flights, whereas small pets are allowed in the cabin on flights under 5 hours."
Can you tell me where I can find information on your baggage policies?,You can find our baggage policies on our website under the 'Baggage' section.,Website link: www.strikeair.com/baggage,True,"The output provides accurate and clear information about where the user can find the requested baggage policies, matching the information present in the 'ground_truth'."
Can you tell me how many bags I can carry on international flights?,You can carry one carry-on bag and two checked bags on international flights.,"1 carry-on bag, 2 checked bags",True,The system provided the correct and expected information about baggage allowance for international flights.
"I have a nut allergy, does StrikeAir serve nut-free meals?","Yes, StrikeAir provides nut-free meals upon request. Please notify us at least 48 hours before departure.","Yes, we offer nut-free meal options. It's essential to inform us 48 hours before your flight.",True,"The output aligns with the ground_truth information, confirming that nut-free meals are available when requested 48 hours before departure."
Can you tell me what time the flight arrives in Los Angeles?,Your flight will arrive in Los Angeles at 3:15 PM.,Flight arrival time in Los Angeles is 3:15 PM,True,"The output correctly provides the flight arrival time, matching the ground truth."
How do I upgrade my seat for my upcoming flight?,"You can upgrade your seat by visiting our website, logging into your account, and selecting 'Upgrade Seat' under your booking.","Visit the airline's website, log into your account, and select 'Upgrade Seat' under your booking.",True,"The output clearly matches the ground truth and provides the correct instructions for upgrading the seat. The phrasing is different but the meaning is the same, so it is labeled as entailment."
Can you give me the allowance for carry-on baggage?,You are allowed 1 carry-on bag and 1 personal item with a combined weight of 10 kg.,1 carry-on bag (maximum 7 kg) and 1 personal item (maximum 3 kg),True,"The output accurately provides the combined weight allowance for carry-on baggage and personal item, aligning with the ground truth."
How long is my layover in Chicago?,Your layover in Chicago is 2 hours and 15 minutes.,2 hours 15 minutes,True,The output accurately and clearly states the duration of the layover in Chicago which matches the ground truth.
How do I request a special meal for my flight?,You can request a special meal by going to 'Manage Booking' on our website or calling our customer service at 1-800-555-1234.,Request a special meal through 'Manage Booking' on the website or call 1-800-555-1234.,True,"The output correctly informs the user how to request a special meal, matching the information in the ground truth."
What items are allowed in my carry-on luggage?,"You are allowed to carry personal items such as laptops, cameras, and a small bag.","Personal items allowed include laptops, cameras, and one small bag.",True,"The output correctly includes the items allowed in carry-on luggage and matches the ground truth in meaning and content, thus it is an entailment."
Where can I find information on StrikeAir's frequent flyer program?,You can find detailed information about our frequent flyer program on our official website's Frequent Flyer section.,Refer to the Frequent Flyer section on the official StrikeAir website for detailed information on our frequent flyer program.,True,"The output clearly directs the user to the correct section of the official website for information on the frequent flyer program, which matches the ground truth."
Can you tell me your policy on lost baggage?,Please call our customer service at 1-800-555-1234 for details on our lost baggage policy.,"For information on lost baggage policies, please contact our customer service at 1-800-555-1234.",True,"The output correctly directs the user to contact customer service, which matches the information in the ground_truth."
Can I bring a pet on board?,"Yes, StrikeAir allows pets on board for a flat fee. Please check our policy on our website for more details.",Pets are allowed for a specific fee; please refer to our pet policy on the website.,True,The output accurately reflects the information present in the ground_truth and maintains a polite tone.
Where is the check-in counter for domestic flights at JFK?,The check-in counter for domestic flights at JFK is in Terminal 1.,"Check-in counters for domestic flights are located in Terminal 4, Row B.",False,"The provided output does not match the ground truth, as it specifies the wrong terminal for the check-in counter, leading to incorrect information being given to the user."
What is your policy on rescheduling flights?,"You can reschedule your flight up to 24 hours before departure, subject to a fee. Please call customer service at 1-800-555-1234 for assistance.",Flights can be rescheduled up to 24 hours before departure with a fee; contact customer service at 1-800-555-1234 for details.,True,"The output accurately reflects the ground truth information about rescheduling flights, including the 24-hour window and the need to contact customer service."
Can you tell me the status of my flight SA795?,The current flight status for SA795 is 'On Time'.,SA795: On Time,True,"The output accurately conveys the status of flight SA795 as 'On Time', which matches the ground truth. Therefore, it is an entailment."
Can I change my flight tickets online?,You can change your flight tickets online through our official website or mobile app.,You can change your tickets online via our website or mobile app.,True,"The output correctly states that the user can change their flight tickets online through both the official website and the mobile app, which matches the ground truth."
Can I change my flight date due to an emergency?,You can change your flight date for a fee. Contact customer support at 1-800-555-2323 for assistance.,"Yes, you can change your flight date due to an emergency without any fees. Contact customer support for further assistance.",False,The output contradicts the ground truth regarding the fee policy in the emergency situation.
I need to change my flight date.,"Sure, I can help you with that. Please provide me with your booking reference number.",Please provide your booking reference number to change flight dates.,True,"The output accurately addresses the user's query and explicitly asks for the booking reference number, which aligns with the ground truth."
What is my flight's delay status?,"Sorry, I do not have that information at the moment.",Your flight is delayed by 30 minutes.,False,"The output does not provide the correct delay status of the flight, making it contradictory to the ground_truth."
Can I carry a stroller onboard?,"Yes, you are allowed to bring a stroller onboard but it must be tagged at the gate.","You can bring a stroller, but it needs to be tagged at the gate before boarding.",True,The output correctly answers the query about carrying a stroller onboard and matches the information in the ground_truth.
Can you tell me the arrival time for flight SA800?,Flight SA800 is arriving at 5:45 PM.,SA800: Arrival time 7:00 PM,False,"The output provides an incorrect arrival time for flight SA800 compared to the ground truth, making it a contradiction."
What is the difference between business and economy class?,The major differences are in seating comfort and services. Business class offers more comfortable seats and better services compared to economy class.,"Business class typically offers more legroom, complimentary meals and drinks, better seats, and priority boarding and luggage handling. Economy class is more basic in terms of services and amenities.",True,The output clearly explains the key differences between business and economy class without altering the essential meaning provided in the ground truth.
Can I bring my pet on board?,"Yes, you can bring a pet and there is no charge for it.","Yes, you can bring a pet on board, but additional charges apply.",False,"The output contradicts the ground_truth by stating there is no charge for bringing a pet, while the ground_truth specifies that additional charges apply."
Can you tell me the baggage policy for domestic flights?,"Of course, for domestic flights, you can carry one bag (7kg limit) and check-in one bag (15kg) without additional costs.",1 carry-on bag (7kg) and 1 checked bag (15kg) without extra charge,True,The output accurately and clearly states the baggage policy that matches the ground truth information.
Does StrikeAir have WiFi on international flights?,"I'm not sure, you should check the StrikeAir website.","Yes, StrikeAir offers WiFi on all international flights.",False,The output does not provide the correct information about WiFi availability on international flights. It contradicts the ground truth by suggesting that the user should check elsewhere for the information.
How do I book a ticket?,You can book a ticket by visiting our website or contacting our customer service at 1-800-555-1234.,Tickets can be booked on our website or through our customer service at 1-800-555-1234.,True,The output accurately matches the ground truth by providing correct and complete information regarding how to book a ticket.
Can you help me with my flight status?,"Sure, could you please provide your flight number?",Please provide your flight number for status check.,True,"The output is polite and correctly asks for the flight number to help with checking the flight status, aligning perfectly with the ground truth."
Can you tell me the departure time for flight SA234?,Flight SA234 is scheduled to depart at 9:00 AM.,SA234: 9:00 AM,True,"The output accurately provides the departure time of flight SA234 as requested in the input, and it matches the information given in the ground truth."
Can you tell me when flight SA123 is arriving?,Flight SA123 is arriving at 3:05 PM at Terminal 2.,Flight SA123 is arriving at 2:45 PM at Terminal 4.,False,The output information does not match the ground_truth as the arrival time and terminal are different.
Can you provide me details about my flight SA301?,"Your flight SA301 is scheduled to depart from LAX Terminal 3, Gate 15 at 8:00PM.","SA301: LAX Terminal 3, Gate 15, 8:00PM departure",True,"The output accurately reflects the ground_truth information about the flight number, terminal, gate, and departure time, making it a positive (NLI entailment) interaction."
Can I carry my pet dog in the cabin with me?,"Yes, you can carry your pet dog in the cabin, but there are weight and size restrictions. Refer to our pet policy for more details.",Pet policy: Pets allowed in the cabin with weight and size restrictions.,True,"The output correctly states that pets are allowed in the cabin with weight and size restrictions, as aligned with the ground_truth."
Is there WiFi available on all flights?,"Yes, we offer WiFi on most of our flights.","WiFi is available on most flights, but some regions may not have coverage.",True,"The output is consistent with the ground truth, clearly indicating that WiFi availability depends on the flight routes and coverage areas. Thus, they are in entailment."
Can you please tell me the airline's baggage fees?,"For domestic flights, the first checked bag fee is $30 and the second is $40. For international flights, the first checked bag fee is $50 and the second is $70.","Domestic: $30 first bag, $40 second bag. International: $50 first bag, $70 second bag.",True,The output contains the correct baggage fee information as stated in the ground truth. Both domestic and international fees are accurately mentioned.
Can you tell me the weather like in New York on arrival?,"Unfortunately, I cannot provide weather updates. Please check a reliable weather website or application.","Weather updates are not available now, please check a weather website or app.",True,"The output is polite and accurately states that the system cannot provide weather updates, instructing the user to check a weather website or app. This is in line with the ground truth and hence, it is an entailment."
How do I check in for my flight?,You can check in online 24 hours before departure or at the airport kiosks.,You can check in online starting 24 hours before departure or at the self-service kiosks at the airport.,True,"The output precisely captures the information provided in the ground_truth, ensuring accuracy and relevance to the query, thereby resulting in an entailment."
Can I change the name on my ticket?,"Yes, you can change the name on your ticket by contacting our customer service.",Name changes on tickets are allowed via customer service,True,The output confirms that name changes on tickets are possible and provides a clear path of action which is consistent with the ground truth information.
Can you tell me if there are any meals served on my flight?,"Yes, all flights have complimentary snacks and beverages.",Only long-haul flights have complimentary meals and beverages.,False,"The output contradicts the ground truth as it states that all flights offer complimentary snacks and beverages, while the ground truth specifies this only applies to long-haul flights."
Can you tell me how much it costs to upgrade to business class?,Upgrading to business class will cost you $150 for domestic flights and $500 for international flights. Please contact customer service for specific details.,"Upgrade costs: $150 for domestic, $500 for international. Contact customer service for more details.",True,"The output accurately reflects the information contained in the ground_truth and provides a clear, concise response to the user's query."
Can I bring my own snacks on the flight?,No outside food is allowed on our flights.,"Yes, you are allowed to bring your own snacks as long as they comply with TSA regulations.",False,"The output contradicts the ground truth as the output says no outside food is allowed, while the ground truth states that passengers are allowed to bring their own snacks."
Can I change the name on my ticket?,You will need to contact our customer service at 1-800-555-1234 to change the name on your ticket.,"To change the name on your ticket, please contact customer service at 1-800-555-1234.",True,The output correctly conveys the information that contacting customer service is required to change the name on a ticket. It is accurate and the tone is polite.
What is the luggage allowance for domestic flights?,"For domestic flights, you are allowed one checked bag weighing up to 20kg and one cabin bag weighing up to 7kg.",1 checked bag (20kg) and 1 cabin bag (7kg),True,The output accurately reflects the ground truth information for the luggage allowance on domestic flights. Both specify 1 checked bag (20kg) and 1 cabin bag (7kg).
What are your baggage policies for international flights?,"For international flights, you are allowed to carry one checked bag weighing up to 23kg. Additional baggage will incur extra charges.","One checked bag up to 23kg, additional charges for extra bags.",True,"The system's output correctly describes the baggage policy for international flights, and aligns accurately with the ground truth, making it an entailment (positive) interaction."
My flight was cancelled. What are my options for rebooking?,You can rebook your flight online through our website or contact our customer service at 1-800-555-1234 for assistance.,Rebook online or call customer service at 1-800-555-1234,True,"The output provides accurate and complete information matching the ground_truth, delivered clearly and politely."
Is there an in-flight meal service on my flight?,"Yes, in-flight meals are provided on all long-haul flights.","Yes, in-flight meals are available.",True,"The output correctly matches the ground_truth by confirming the availability of in-flight meal service, even though the exact wording is different. Hence, it is labeled as entailment."
Can you tell me about the food options on board?,We do not provide food on any of our flights.,We offer complimentary meals on long-haul flights and snacks for purchase on short-haul flights.,False,"The output contradicts the ground_truth. The output states that no food is provided on any flights, while the ground_truth indicates that there are both complimentary meals and snacks available."
What is the baggage policy for international flights?,"You are allowed to carry 1 personal item, 1 carry-on bag, and 2 checked bags weighing up to 23kg each on international flights.","1 personal item, 1 carry-on bag, 2 checked bags (23kg each)",True,The output accurately and clearly reflects the ground truth information about the baggage policy for international flights.
Where can I find information on your baggage policies?,You can find information on baggage policies on our website.,"Our website contains all the details on baggage policies, including size and weight limits, fees, and prohibited items.",False,"The output correctly directs the user to the website for baggage policies, providing relevant and accurate information. Though it doesn't include specific details present in the ground_truth, it is not a contradiction."
Can I change my flight to another date?,"Yes, you can change your flight. Please check the change flight section on our website for details.",Flights can be changed. Please check the change flight section on our website for details.,True,"The output accurately reflects that flights can be changed and provides instruction on where to find further information, aligning with the ground truth."
Can I bring my pet on the flight?,"Yes, you can bring a pet that fits under the seat in front of you in a carrier.",Pets are not allowed on any of our flights.,False,"The output contradicts the ground_truth as it incorrectly states that pets are allowed, whereas the actual policy is that pets are not allowed on any of the airline's flights."
What terminal is my flight departing from?,Your flight SA333 is departing from JFK Terminal 7 at 8:30PM.,"SA333: JFK Terminal 4, 8:30PM departure",False,"The output incorrectly states the terminal as Terminal 7, while the ground truth mentions Terminal 4. This discrepancy leads to a contradiction."
How many carry-on bags am I allowed?,You are allowed only one carry-on bag.,"2 carry-on bags, each up to 8kg.",False,"The output provides incorrect information by stating that only one carry-on bag is allowed, while the ground truth specifies that two carry-on bags are allowed."
I need to know the earliest flight to Los Angeles tomorrow.,The earliest flight to Los Angeles tomorrow departs at 6:00AM.,6:00AM departure,True,"The system correctly identifies the earliest flight time in its response, matching the ground truth."
Will there be food served on my flight?,"Yes, complimentary meals and beverages will be served.","Food and beverage services include complimentary meals and snacks, along with various beverages.",True,"The output confirms that food will be served, offering details on complimentary meals and beverages as stated in the ground_truth."
What time is my flight SA123 arriving in Los Angeles?,Your flight SA123 will be arriving in Los Angeles at 9:15PM.,Flight SA123: Arrival in Los Angeles at 9:15PM,True,The output matches the ground truth information precisely about the flight's arrival time in Los Angeles.
Do I need any special documents for international travel?,You will need a passport and potentially a visa depending on your destination.,Passport and visa are required for international travel.,False,"The ground truth and the output both mention the need for a passport and a visa, but the ground truth is more specific saying that both are required. This difference is not enough to mark it as a contradiction, hence labeled as false."
Can you tell me the status of flight SA567?,Flight SA567 is currently on time and is scheduled to depart at 4:15 PM.,Flight SA567 is on time with a scheduled departure at 4:15 PM,True,"The output provides the correct status and departure time for flight SA567, matching the ground_truth."
Can you tell me if flight SA820 is on time?,"Yes, flight SA820 is on time and scheduled to depart at 4:50 PM.","SA820: On schedule, departing at 4:50 PM",True,"The output accurately and clearly conveys the status and scheduled departure time of flight SA820, consistent with the ground truth information."
What is the Wi-Fi policy on international flights?,Wi-Fi is available on international flights. You can use it once we reach cruising altitude.,"Wi-Fi is available on all international flights, and can be used above 10,000 feet.",True,"Output accurately reflects the availability of Wi-Fi on international flights and mentions a similar altitude condition, even though it's phrased differently."
Can you tell me what time flight SA123 is expected to arrive?,Flight SA123 is expected to arrive at 3:45 PM.,SA123: Expected arrival time 3:45 PM,True,"The output clearly and concisely provides the expected arrival time for flight SA123, matching the ground_truth information."
Can you please tell me the boarding time for flight SA301?,Flight SA301 is boarding at 2:00PM.,SA301 boarding at 2:00PM,True,"The output correctly states the boarding time for flight SA301 as 2:00PM, which matches the ground truth."
How much does it cost to select a seat on a domestic flight?,Seat selection on a domestic flight costs $25 per seat.,Seat selection on domestic flights usually costs around $25 per seat.,True,"The output accurately and politely answers the user's question, and the response is in line with the ground truth information provided."
Can I change my flight ticket to another date?,"Yes, you can change your flight ticket. Please visit our website or contact customer service for assistance.","To change your flight ticket, visit our website or contact customer service.",True,"The output correctly matches the information provided in the ground truth and is polite and concise, as required."
Can you help me with the check-in process?,"You can check-in for your flight at our website, mobile app, or airport kiosks.","Check-in for your flight through our website, mobile app, or at airport kiosks.",True,"The output provides accurate, clear, and concise information that matches the ground truth, and it is polite and helpful."
Are there any flights available to London tomorrow?,Flights to London are available on weekdays but not on weekends.,Flight SA123 is available to London tomorrow at 10:00 AM.,False,"The output incorrectly states that flights are available on weekdays but not weekends, which contradicts the ground_truth which specifies a specific flight available tomorrow."
Can I bring a carry-on and a personal item on board?,"Yes, you can bring one carry-on bag and one personal item on board.",One carry-on and one personal item are allowed per passenger.,True,"The output correctly and politely answers the query by confirming that passengers are allowed to bring one carry-on bag and one personal item on board, which aligns with the ground truth."
"Can I bring a pet on the flight? If so, what's the policy?","Yes, you can bring a pet. The pet must be in a carrier that fits under the seat in front of you, and there is a $100 fee.",Pets in carriers that fit under the seat are allowed in the cabin for a $100 fee.,True,"The output correctly matches the ground truth by explaining the airline's pet policy, including the requirement and fee."
Can you tell me if there are any charges for changing flight dates?,There is a $50 fee for changing your flight date.,A change fee of $50 will be applied for date changes.,True,The output confirms the fee information for changing flight dates as given in the ground truth.
Do I need a visa to travel to Canada if I'm an American citizen?,"American citizens do not need a visa to visit Canada for short stays, but they do need a valid passport.",American citizens need a valid passport; a visa is not required for short visits to Canada.,True,"The output correctly informs that American citizens do not need a visa to visit Canada for short stays but need a valid passport. This matches the ground truth and thus, it is an entailment."
Can you tell me about the in-flight entertainment options available on long-haul flights?,"Yes, we offer a variety of in-flight entertainment options including movies, TV shows, music, and games on long-haul flights.","Long-haul flights offer movies, TV shows, music, and games.",True,"The output correctly and politely provides the requested information about in-flight entertainment options, aligning with the ground truth."
How long before my flight do I need to be at the airport?,You should arrive at the airport at least 2 hours before your domestic flight.,Arrive 2 hours before domestic flights and 3 hours before international flights,True,"The provided output specifies a part of the ground truth and gives accurate advice for domestic flights. While it only mentions domestic flights, this does not contradict the ground_truth explicitly."
Do I need a COVID test to fly internationally?,"Yes, all international travelers are required to present a negative COVID test taken within 72 hours before departure.",All international travelers must present a negative COVID test taken within 72 hours of their flight.,True,The output provides an accurate and clear answer that matches the ground truth requirements for international travel related to COVID testing.
How long before my flight should I arrive at the airport?,You should arrive at the airport at least 2 hours before your flight's departure time.,Arrive at the airport 2 hours before departure,True,"The output provides information that is consistent with the ground_truth, i.e., both suggesting arriving at the airport 2 hours before the flight's departure."
Can you assist me with checking my flight status?,"Sure, please provide your flight number to check the status.",Provide flight number,True,"The output is a polite and clear response, asking the user to provide their flight number, which is in line with the expected performance of the conversational system."
How many stopovers does the flight from JFK to LAX have?,"Your flight from JFK to LAX has two stopovers, in Chicago and Denver.",Flight SA123 from JFK to LAX is a direct flight with no stopovers.,False,The output contradicts the ground truth by stating there are two stopovers whereas the ground truth states it's a direct flight with no stopovers.
My flight has been delayed. Can you tell me the new departure time?,I'm not sure. Please check the airport screen for the most current departure time.,Flight SA795 is now scheduled to depart at 8:00PM from Gate 42.,False,"The output does not provide the accurate, specific, and updated departure time for the flight, as indicated in the ground_truth. The response is not as informative or helpful as it should be."
How long is this flight from JFK to Los Angeles?,This flight is 8 hours long.,This flight is 6 hours long.,False,"The output provided does not match the ground truth. The flight duration is incorrect, making this a contradiction."
What are your carry-on baggage policies?,You can bring 1 carry-on bag that can weigh up to 8kg and must fit in the overhead bin or under the seat in front of you.,You can bring 1 carry-on bag that can weigh up to 8kg and must fit in the overhead bin or under the seat in front of you.,True,The system's output accurately and completely matches the ground truth information provided by the airline's policies on carry-on baggage.
How can I change my flight?,"To change your flight, please contact us directly.",Use our online flight management system to change your flight.,False,The output contradicts the ground_truth as it provides different instructions for changing a flight.
What is the carry-on baggage allowance for international flights?,You are allowed one carry-on bag with a maximum size of 55cm x 40cm x 23cm and a weight limit of 7kg.,"1 carry-on bag, 55cm x 40cm x 23cm, 7kg",True,"The system output correctly, clearly, and politely matches the carry-on baggage allowance information provided in the ground truth."
How can I change or cancel my flight reservation?,"You can change or cancel your reservation by visiting our website, logging in to your account, and going to the 'Manage Booking' section.","To change or cancel your reservation, visit our website, log in to your account, and navigate to the 'Manage Booking' section.",True,"The output accurately and politely informs the user how to change or cancel their reservation, providing the same information as the ground truth."
Can you tell me the flight status for SA123?,Flight SA123 is on schedule and will depart from LAX at 7:00PM.,"SA123: On schedule, LAX 7:00PM departure",True,"The output accurately and clearly provides the current status of the flight SA123, including the departure time and location, which matches the ground truth."
Where can I check in for my flight?,You can check in at the airline check-in counter at the airport or online through our website.,The check-in counter at the airport or online through our website.,True,"The output accurately and politely informs the user where they can check in for their flight, matching the ground truth information."
Can I bring my pet on board with me?,"Yes, StrikeAir allows pets on board in the cabin, given certain conditions and guidelines.",Pets are allowed in the cabin under specific conditions outlined by StrikeAir.,True,"The output accurately and clearly states that StrikeAir allows pets on board in the cabin, which is consistent with the information provided in the ground_truth."
"My flight was delayed, how can I get compensation?",I apologize for the inconvenience. Please visit our customer service desk or call 1-800-555-1234 to discuss compensation options.,Visit customer service desk or call 1-800-555-1234 to discuss compensation.,True,The output matches the ground truth by providing the same information about visiting the customer service desk or calling the provided number.
Does StrikeAir offer in-flight meals?,StrikeAir offers complimentary meals on all long-haul flights and snacks on short-haul flights.,StrikeAir provides complimentary meals on long-haul flights and snacks on short-haul flights.,True,The output accurately reflects the information given in the ground_truth. Both state that StrikeAir offers complimentary meals on long-haul flights and snacks on short-haul flights.
Can I bring my cat on the flight?,Pets are not allowed on our flights.,Cats are allowed but must be in a carrier.,False,"The output contradicts the ground truth. The ground truth states cats are allowed, whereas the output states pets are not allowed."
How much do I have to pay for an extra baggage on international flights?,You need to pay $100 for an extra baggage on international flights.,Extra baggage charges are $100 internationally.,True,"There is a clear alignment between the output and the ground_truth, directly answering the user's query for extra baggage charges on international flights. The information is consistent and accurate."
Can you tell me when the next flight to San Francisco from New York is?,The next flight to San Francisco from New York departs at 3:30PM.,Next flight departs at 3:30PM.,True,"The output accurately provides the departure time for the next flight to San Francisco from New York, which matches the ground truth."
Can you tell me the airport and terminal for my flight SA123?,"Your flight SA123 is at JFK Airport, Terminal 2.","Flight SA123: JFK Airport, Terminal 2",True,"The output provides accurate, concise, and polite information that matches the ground truth."
Can I change my flight online?,"Yes, you can change your flight on our website under the 'Manage Booking' section.",Flight changes can be made online through 'Manage Booking',True,"The output provides accurate information that you can change your flight online under the 'Manage Booking' section, which matches the ground truth."
